,PseudoTime
45006fe3e4c8,0.3094462005098032
d02759a80ba2,0.25681266408930387
c016c6b0efa5,0.4677090672942511
ba7f733a4f75,0.9325311825162678
fbcf2443ffb2,0.9433193316466875
d80d84ca8e89,0.8979800149492428
1ac2049b4c98,0.38815952257856934
33fb0c29e2e4,1.0
b329261bd0ee,0.7902040487482619
703762287e88,0.31262877448340076
b646f9b319d5,0.6148885571269236
8dbe30c95702,0.9887546652448669
14872957f6f5,0.29951984341906956
2d64cde52cb5,0.6407085645576943
f12e269586de,1.0
9b761504056d,0.6257354104157969
086f8e248454,0.5658408707774161
1d2726dd7b00,1.0
2f4ee4660cd0,0.9678804966786528
6e3e3bea962c,0.5008640591256789
7b73a396081b,0.866747893913698
4f2843b68f54,0.5614494271924411
ce59e8ae43b2,0.7973070146294735
f177e24dd27f,0.6216412663732136
3e9868bca666,0.7886440032885882
f64f24ba925a,1.0
daa10d474d5f,0.3823197336316132
14eb0b93a25a,0.8471751752398248
9091907ae959,0.21863598111624663
83ad957ed9a8,0.49267318491837003
d87f439a9f22,0.8325074282387
ea1975bd6055,1.0
95759da25a74,0.5906520178279094
4936ac8d22ba,0.8890081376346946
f194d259da45,0.44339516101016196
b0f55f2b7a9a,0.88256421263342
691d7b9f980d,0.7330531782936459
9085ea05115e,0.4550700189243419
bd0c425de3e4,0.6365437698489674
95ce3f4e74d8,0.6741440183876234
f2479eb2c99f,0.13200279416168895
87229342150a,1.0
bec79ad8d168,0.9159136459205258
3e8d5a22299d,0.4130879176281151
fa035a84c643,0.8117471822390482
e3c2ca1485a8,0.8443151092440986
1110c446285e,0.553889253527275
a91d20f23794,0.5024328726192359
755f28c0c23b,1.0
92a8207d0e3e,0.8557761342134829
347f40965136,0.6689179093214138
c0d1376c85de,0.4763656048816235
f059c0fa7f2f,0.7093143344332411
b0745a4706d5,0.6640349065856747
871058f78714,1.0
6f115b350948,0.28509392759772934
a6821a25dca4,0.5373932672466064
8663f1200ec5,0.9401528765311655
824a1a093b1e,0.5876606611339761
914ff2cba18c,0.9393129662129226
dd1f314ead05,0.6339039880042184
91f1de398c7d,0.883560554756618
7f19eb60192a,0.717601429852088
e5e3f2fddd66,0.5958034092094099
b44c0a754469,0.7258751707744154
611f314188a8,0.7496043566538495
e8ac1c9075ba,0.9905145325276115
fef5be57d70e,0.45370259329604207
003fe3679efa,0.08612533792597876
e8672e9294ff,0.4703436080527059
7bfa50ddf2bb,0.553985659672404
e5a992302262,1.0
a3a2af73050e,0.1673872172839074
1a3048641b28,0.691897125355222
920736877564,0.4769596754439218
6c9aa6bc4259,0.7363777561439703
f7e6dea970b2,0.402033832973408
a09bd1b71d8a,0.7771936890381986
6ddc964e07f5,0.8763845309006112
84bf20406b06,0.7158435805713076
def462a2aeea,0.5906947404145639
2682063a02ac,1.0
e352aff61ac6,0.6666756296545245
14aefab25e10,0.49698857085220427
199747bf026b,0.34389647021620817
9417e6a6e030,0.6336611952424055
f1f05843c390,0.43567186227983823
b84469bef327,1.0
acf092f46e81,0.7322340044510505
a120007b7798,0.8258807119375465
06702fda3e46,0.6666619681491573
aa06275ba5a2,0.6745133814436799
49336aa1715d,0.9386557525669259
8b29d8fc8386,0.9728542625976195
cec6506ae088,0.7585987078654061
613f1d17569a,0.6946595427309483
997cb42b095c,0.819132478338245
21e74451fc57,0.4324111733514443
a7de418fbaa3,0.922725318484206
eabcc33d311f,0.8099460581273366
52907cde6bda,0.5899478957032317
5d452ff6a8c1,0.21379438559270325
28ba4c6f648f,0.7442367340956711
67608a7ece58,0.5006825841718922
276921a7ba05,0.5545137999078424
925a8adb6502,0.8915361143375805
bbdf2996cfbe,1.0
3786514bba02,0.5982669003289611
42ae70ae6598,0.734514615982614
1591f10043a1,1.0
5698ba802a10,0.4553284897526355
d0bee99ee9dc,0.7342348827925875
b2483923a9d0,0.5211281075004629
63eb12410d1d,1.0
965056da779e,0.3840093024526367
e6db72b24842,0.7101365670073218
c273e8425cbd,0.708328315823844
d239e04bfca5,0.7896666762355838
d6f18ea86339,0.7385630489261372
6ec379acb02a,0.40476542825337036
117f35b24c6b,0.4369815670322554
3974ee8acc36,1.0
e7e3ebf29607,0.8779528551222664
2cad279f8588,0.9313060298263554
f5dbdf7f4b14,1.0
6921d5435edd,0.8136982374484768
9978b586461e,0.9578662637258243
cc9ada211bc7,0.5167558450315417
c72aad44668d,0.36918256009075634
2abeb17a4f5e,0.4765113707626044
69ba2205c983,0.7587414411946491
76d3aa462cc8,0.5465443173894275
bd8c0cab049d,0.882212754415801
bc3c5379eeed,0.8494405963154794
440bd914d019,0.3169556716337447
854d7d86a4e9,0.5809995799676295
05ff94d60744,0.6431796952590987
f8260402868d,0.4248304040447418
ee8a308acdcb,0.9169361693154725
1dcc265729fb,0.5994652487523644
c281c186b410,0.7490727851017147
97ae6072d2b8,0.8093877226517271
062180127a05,0.14508206171017274
d63c789684df,1.0
78a113499641,0.7788636497541762
d857778baa36,0.6990979749040418
7d94929ca40c,0.977534744954841
5a0b10b1f455,0.8336596736628961
21f800669ce9,0.5573574170432017
c24708f82728,0.09347520715452928
a12adb49d85c,0.3766130862767947
92940b2a0604,0.9454451265581679
fbd30e27cca6,0.9427479248558738
6a07b9abedca,0.7100853970792705
5352acf131c5,0.40074561798184916
54efe61f61a9,0.89780773794834
4ec033b16826,0.9507096349381257
b1de2d6c9fe8,0.8971504040378198
5200547795d3,0.42887507751457893
