,pseudotime
56390cf1b95e,0.29836153621616335
fc0c60183c33,0.4563141493240509
9b4a87e22ad0,0.5813186283399864
81cccad8cd81,0.22169513886796174
15cb3d85c232,0.510971968927688
a7791bcf1152,0.38019145422044387
072790e768b1,0.27885274672107296
404459b1005b,0.4508375891393324
627a5071cbd7,0.8388963427760651
00f283126092,0.5770804652791705
627703f5faa0,0.2691058544550073
3894c8880096,0.8238130456440081
e0af51ad3900,0.3996640194153303
e31ca103a4ac,0.9094473399726078
47711761153f,0.5141850831809266
c9d7ec67e230,0.47740820681763835
4495e228dcbd,0.37294864285518453
89c1d660a925,0.4267267571966433
7d66e9fac697,0.8915419472764999
73e80a80ac36,0.5675314475261518
e06f0527cc39,0.8635546810108895
acc9df6008da,0.6611426147659163
6f5820d4b86f,0.15616672826196495
cee1bebb0da7,0.9171741338445702
46e394ea48aa,0.7856218172899638
758c395cecc2,0.8735994656122847
91724b3a5d16,0.45362204603745127
dc28e1788712,0.15488511156184565
3a9bd4a83524,0.4614397725976673
51c4fa64fd3c,0.12331529296916449
353214ed27e7,0.14202889603154828
e514ba59e1ea,0.11929619516489405
030bb16c4a79,0.888052400022334
7288ededd982,0.3443745436884504
b02b2ee32887,0.9029958860801797
c1e595ae7f6c,0.10312631663000077
dda8f5f166ec,0.7896193806870274
de046d466a90,0.14155954452959782
c6edf9e2b584,0.8849301682629228
b7bceeae32c6,0.9095156881983856
41f829dcc9b5,0.28043749413938657
2cd43ca52f6d,0.4414922635213989
e0c0eedb80b8,0.6211930697241278
445218d8cd49,0.791597368030637
4149b20b5bb9,0.5179553022140535
6157dc4fded4,0.17156159045795172
2300e8b6d3e4,0.42197486181451827
f97742f0ce6e,0.2304900386660952
07cc3e7518f4,0.8652629698615316
dd93ef5a84e5,0.14189510856391735
326a0d5bdc01,0.3139819500735697
c0457559e807,0.5831849820430947
d921fb838cc6,0.8649918024476375
6f846545d4db,0.23995991854044008
193730fc3f44,0.3072123016392805
6661bd413c90,0.4253173468540992
cd99441ce61a,0.8084356081945797
2da9128e0901,0.9079263713119772
a6244f0cfff5,0.81847268919814
e1658ab43932,0.212972378423309
3017d364f354,0.20960189704931106
0fa06e19c23e,0.36025331376173847
1d7de589387b,0.47683842763885037
065d51d1c705,0.42804195209158524
1e317bb349c3,0.7011033332328256
c5bce209e8be,0.21418425640258332
3e406f2feaa3,0.1677689710296425
a07f53e5cb8a,0.9108847368776359
f8925af93ddc,0.3217159501726297
9a22fdc09158,0.2785074951660866
e5f70094b655,0.4813654171893555
a3eba7683cd3,0.7923745046574354
732aa174c706,0.10275570451263899
db052be23650,0.293716515583212
078bddd9d492,0.46108263239204533
b53652b7b4cd,0.4527861766386268
ec09ef3cf4fc,0.13353682688409682
bfc65906f8d3,0.8772118796097741
a7d97ed42e65,0.8751173464132276
99641f2889a7,0.1846768106091189
e45b5ef55770,0.334313280323667
7456288d1c39,0.4488946918897463
c4927641e6e7,0.3280070214642411
4bdbe1f90e50,0.5278539863328937
6ecea20c3c32,0.5302511921860417
694a8d2cf1b6,0.45109265551711175
469588d52d85,0.8837035475725972
63fe46608576,0.9119358908029701
9cc3fbe1e6f1,0.2738752088138643
e4c737689a73,0.8790023501606592
d6cad81ec4ac,0.3095208031428018
8670caf30083,0.9045187781842994
f809343ef3b9,0.32857143688317697
a2c515147411,0.4157675566642946
a155787ccaaf,0.16991875085036454
b2c8047ea679,0.8146613272411928
0996dc2b0e62,0.8948837234231337
342741fe1c26,0.8634098135155618
4449eede3feb,0.30058647290715057
93bb150fe93d,0.6991966865325093
a55d901457f8,0.48536943224536755
3bb0b4b44117,0.30338591111799895
a33a43c05eb6,0.34567682919228926
0501e3833bb4,0.8811084029252252
61d73fa1b63f,0.9343685337724875
f8c20f5c2aae,0.41199390569719724
273c2dbea9ab,0.8405328605282593
5a80ae264efc,0.41597171788316173
feefdb627f10,0.12534394467122426
6ab9e5f5d4e3,0.37133160040360025
59a92f0de71c,0.28322713332316407
b91972e966d9,0.3017329669446827
becb6286c187,0.8574186895369549
1f04f317f21b,0.5079174027612711
a3805cf0cd38,0.2031320696483505
0fe951e04fa0,0.23927924166577402
af5ac83e703b,0.8893090852766503
ee82f29e04e0,0.8940994655417036
aecc54ffbbaf,0.9231706264944907
f298a440f86f,0.8567617099925219
edfc6f287986,0.8598695060882172
932b9b22e6d8,0.33349089247323416
37ea6336fb16,0.22366556076638794
066f8e685bf8,0.33043855639866393
2b9b3e7e4b72,0.8267378042957143
7933a0e2c0de,0.4474080504128894
27db08fe2d82,0.40487192287080725
83c42817d567,0.39228782106517485
99e989eb00a7,0.3637615595722105
915951d65afb,0.6535803435745106
3a3430223748,0.4464870739633109
7a8dc4044c20,0.18198369447457072
1c2842815af9,0.19831397313459304
3f39e2677d17,0.9142744556613062
a5c9566f48ed,0.5578695620583436
9053a2cada14,0.38192556475794964
bbc17fb29dd1,0.49153439200382354
3fce63c2df70,0.4437818660741915
f0f757c5a915,0.6019116322134543
15a500d9bc46,0.4805139635364173
225804957510,0.33575985777553236
998364225cb6,0.3450951684355201
2dfb27a8110b,0.45350783038414316
c407ef4bc527,0.31839301864192376
e7d45857d638,0.2884519940099612
483fbab2a29a,0.8926307927217136
f05e46060f94,0.36572097810315274
82d5e16d03e3,0.8543628099267949
fc7fee94a6e3,0.888052802493296
fb772fe89e52,0.5853375372598562
c03e6b7c364d,0.3573233197939118
7d48bc76a8a9,0.20975442450315765
05aa56677e77,0.8922166378407239
987ac096fe44,0.13024971699969787
15108776063d,0.10457635374498245
ff06a59cc357,0.1606940553596714
dcb42bf7521b,0.42723655287667345
c2d933b4cd3d,0.8829976380528739
a5601a80e691,0.18241908361967712
c10048c1e627,0.2650329338903272
f3638dbccb7d,0.386124550669146
65296be9526b,0.20749741657335324
012ed1509d76,0.9115123683646785
75a302904fcb,0.8526320571494208
abfcdb6b5877,0.20137523135232913
c3080b9557f9,0.48721832852604446
8dfccd16f5c4,0.8833628922952852
0f3707920040,0.8402502864413246
2efbd01cc36e,0.32575399480651196
34814c8f96e8,0.34687932106678987
26ace9f31f99,0.6286770320867434
3a42a1677635,0.7335837837884337
30e579fa6375,0.7829956497620146
d3a4b2302ab3,0.2962018278541995
74de3aafdbce,0.8350044639795992
35bfef3e9d53,0.15466722398274216
0158d2d5c940,0.8845936833589876
a8c201168251,0.1623050220551277
72443ba5ac06,0.15321112952266444
df7b3fa60bff,0.25981895336109706
1ccd45ce708b,0.8903196738663273
c241951af5f7,0.27738097075524915
95588efae6c1,0.5810580919270687
1ac1ba5921e6,0.4620288335613003
4b1272b29dbd,0.7847181517077758
820667a3dc2a,0.3311470353626409
b711b8b92f2a,0.2867238011071286
ce785c7892f4,0.5445827770433569
157572ac9960,0.8411041085103259
98f8829600b8,0.35005777837798197
