,PseudoTime
45006fe3e4c8,0.44028869494885536
d02759a80ba2,0.46556739197905733
c016c6b0efa5,0.3424828564698097
ba7f733a4f75,0.7308511020315258
fbcf2443ffb2,0.09715194782334544
d80d84ca8e89,0.13249821960232736
1ac2049b4c98,0.3947887488190701
33fb0c29e2e4,0.7919731153566161
b329261bd0ee,0.6665162169319657
703762287e88,0.4393261681036214
b646f9b319d5,0.2674541755355582
8dbe30c95702,0.8295064826262609
14872957f6f5,0.42869790330713187
2d64cde52cb5,0.2606880673981613
f12e269586de,0.7945377975173202
9b761504056d,0.28287699899824176
086f8e248454,0.2378253322935022
1d2726dd7b00,0.7941744674187001
2f4ee4660cd0,0.7480091685248365
6e3e3bea962c,0.3151340205714589
7b73a396081b,0.15774035042254234
4f2843b68f54,0.31407699218667284
ce59e8ae43b2,0.1632002861848092
f177e24dd27f,0.26871357435978727
3e9868bca666,0.17525935441104418
f64f24ba925a,0.7827189326235372
daa10d474d5f,0.39375382710306245
14eb0b93a25a,0.1352713486728023
9091907ae959,0.48991105203204605
83ad957ed9a8,0.3305018974766808
d87f439a9f22,0.1743315759992737
ea1975bd6055,0.8435796685686507
95759da25a74,0.2965921512672857
4936ac8d22ba,0.7115838794238248
f194d259da45,0.35783593727431107
b0f55f2b7a9a,0.7088120906674514
691d7b9f980d,0.23760293603554178
9085ea05115e,0.3358856082695715
bd0c425de3e4,0.2439331291064031
95ce3f4e74d8,0.27711837457282706
f2479eb2c99f,0.5073673753214675
87229342150a,0.7905121685290943
bec79ad8d168,0.1287159486548849
3e8d5a22299d,0.37605303223928827
fa035a84c643,0.13469504315485384
e3c2ca1485a8,0.6927758984849043
1110c446285e,0.27928515854126934
a91d20f23794,0.30050614493259864
755f28c0c23b,0.7939056153701028
92a8207d0e3e,0.6976032800186845
347f40965136,0.26302925088200546
c0d1376c85de,0.3329880457390729
f059c0fa7f2f,0.22985747019438005
b0745a4706d5,0.27224010754914546
871058f78714,0.7947150267186789
6f115b350948,0.4433377389213307
a6821a25dca4,0.310461807022753
